id,new_filename,original_filename,sha256,bytes,note
TD-20260913-063,TD-20260913-063-assorted-screws.jpg,20260913_154115.jpg,7310380b4728c818d6b996e6c48c0dcb609fa986e793e61a8c073bed4b52afa4,2917323,assorted screws
TD-20260913-064,TD-20260913-064-washers-nuts-and-spacers.jpg,20260913_154331.jpg,be235b515ffdfce8a5dcd526e24ce2cc3e5c8db5b8ce16e40b4e2d23fd93f65d,2934383,washers nuts and spacers
TD-20260913-065,TD-20260913-065-linear-bearings.jpg,20260913_154357.jpg,5a8523dda43db21020f58744daeec127063b3ae31380272c31608ebb2ad46a14,2248802,linear bearings
TD-20260913-066,TD-20260913-066-flexible-z-couplers.jpg,20260913_154412.jpg,3dd4f9eb9955e4b673a5e1b696ea0504f747be7a90fd1aca3c36dda7d8a19a50,2540674,flexible z couplers
TD-20260913-067,TD-20260913-067-radial-ball-bearings.jpg,20260913_154419.jpg,89131f943ab34368019b649d5ccfeaaede8ca854bee133a17bdba7af814161d5,2744017,radial ball bearings
TD-20260913-068,TD-20260913-068-mixed-fastener-and-printed-insert.jpg,20260913_154434.jpg,2015e1659403eae7b6bb5924a172bca215b1581deb49eea337004c40df8ec23f,2777570,mixed fastener and printed insert
TD-20260913-069,TD-20260913-069-red-printed-part-01.jpg,20260913_154443.jpg,6f07c17806cf8f7db43e0e9fb138b4a59de486eede97af1937ee6d74a5edc9b7,2758399,red printed part 01
TD-20260913-070,TD-20260913-070-red-printed-part-02.jpg,20260913_154447.jpg,921d762c425bd7c18f19d447044decbcff716b408ecbb7c72a5dd3d20c0a34d2,2815920,red printed part 02
TD-20260913-071,TD-20260913-071-red-printed-part-03.jpg,20260913_154451.jpg,d000d99ba68f2b03707aebda95d65566fcea52e444ee82ec9a12c695128784d2,2845382,red printed part 03
TD-20260913-072,TD-20260913-072-red-printed-part-04.jpg,20260913_154456.jpg,58325d640a1440ade505b57026ee4c874b6ad961bd58203eea9bf6a0994e2f1b,2655566,red printed part 04
TD-20260913-073,TD-20260913-073-red-printed-part-05.jpg,20260913_154502.jpg,971810a0f6ed674c9130296ed7787bcad1541a391e1a4d17ebb812318211f342,2431912,red printed part 05
TD-20260913-074,TD-20260913-074-red-printed-part-06.jpg,20260913_154506.jpg,c9699f65ab6bf08ecda4138f071cea892ae91fdd0e0aa903de5912dacf126256,1818804,red printed part 06
TD-20260913-075,TD-20260913-075-red-printed-part-07.jpg,20260913_154509.jpg,5a3760334d83536efedb1c747eca4e0cb65662c92e68892608f159f4ad434201,1726166,red printed part 07
TD-20260913-076,TD-20260913-076-red-printed-part-08.jpg,20260913_154512.jpg,fa42c06f34e81258eeb35b005964aeb89d22b49a1cd2c12d8f2f74165b81d86f,2386767,red printed part 08
TD-20260913-077,TD-20260913-077-red-printed-part-09.jpg,20260913_154520.jpg,62db2ee051a968356baf772f0a9cf53de8d609bf61b5788bfdf1f94fe6854fa6,2144768,red printed part 09
TD-20260913-078,TD-20260913-078-extruder-large-gear-front.jpg,20260913_154526.jpg,3ec343e212d98332cdcee22f684a851ad749907c668d0f8661d40f078ee17e34,2585411,extruder large gear front
TD-20260913-079,TD-20260913-079-extruder-large-gear-rear.jpg,20260913_154531.jpg,040e0c1163339eae59f5cb95418fb5cf99cff1e8f776e9d9c9636c0d1582f578,2379052,extruder large gear rear
TD-20260913-080,TD-20260913-080-extruder-large-gear-edge.jpg,20260913_154541.jpg,3578d8bd6790644b4c7e3b9d5973b387b172f3706bf7f11e0fdffd210cdf097a,1818997,extruder large gear edge
TD-20260913-081,TD-20260913-081-black-printed-part-01.jpg,20260913_154547.jpg,c8824185c3085eaf13d75fb114a4e54cd6c8f80c1911682d23009c0849020dfd,2114751,black printed part 01
TD-20260913-082,TD-20260913-082-black-printed-part-02.jpg,20260913_154549.jpg,6f23dd09910d3610c415597099c571875ee01cd5794ee4ebb6288ae36276c415,2675706,black printed part 02
TD-20260913-083,TD-20260913-083-black-printed-part-03.jpg,20260913_154551.jpg,fc13be3eeddaaa474cdab60ad4246fa2d858c05716bb949bd298c20f6c15bc74,2392511,black printed part 03
TD-20260913-084,TD-20260913-084-black-printed-part-04.jpg,20260913_154553.jpg,1a4184172c10821962acd75b7f303d151dcbc2b20776c23ca472e8e5fa081292,2345515,black printed part 04
TD-20260913-085,TD-20260913-085-black-printed-part-05.jpg,20260913_154556.jpg,0fe4a2eeb08cdaaf2a96e6dd774a56103abb3388c47920d95038387fdabf5aee,1477282,black printed part 05
TD-20260913-086,TD-20260913-086-black-printed-part-06.jpg,20260913_154600.jpg,50cda0838ea33b9189559170c832496860f39d59bed37aedd61ffe7706c6f8e1,1670731,black printed part 06
TD-20260913-087,TD-20260913-087-black-printed-part-07.jpg,20260913_154602.jpg,1e0fc3fd96e02afc5d125a1a28fd058fecc555096869a36b0758fa91291f778e,2786816,black printed part 07
TD-20260913-088,TD-20260913-088-black-printed-part-08.jpg,20260913_154605.jpg,e4bd8bb6ca419fc0014e4c56764e246b3aa7b2641cd8480d1567b380f4d151f4,2651687,black printed part 08
TD-20260913-089,TD-20260913-089-black-printed-part-09.jpg,20260913_154607.jpg,124e9e5aaa70027728f633ef02ce2b7561b120ec0cbe454be591698ee4a76b79,2578810,black printed part 09
TD-20260913-090,TD-20260913-090-black-printed-part-10.jpg,20260913_154609.jpg,25db5df55f0aa32adf4d3644832f72cde311b9cd235df52b236fd0aafde87d82,2813671,black printed part 10
TD-20260913-091,TD-20260913-091-black-printed-part-11.jpg,20260913_154614.jpg,3463b847911949aed96a21945e9dad5f4aaf63594b2a1fe5c31bf96233354ec8,2406873,black printed part 11
TD-20260913-092,TD-20260913-092-black-printed-part-12.jpg,20260913_154616.jpg,4346deb937988fdd6a5f169c08d5edfed673d33d8b2680dd5de6fcfc244f722f,2694681,black printed part 12
TD-20260913-093,TD-20260913-093-black-printed-part-13.jpg,20260913_154620.jpg,74c0ae3cb8021767bf439503e47421a47e3109913af3fac0d1bd7decec50c4e1,2728728,black printed part 13
TD-20260913-094,TD-20260913-094-black-printed-part-14.jpg,20260913_154623.jpg,eb744104e3999382476290e46f0ddb730298f724677b2fd356ff3afeb97d7d08,2707643,black printed part 14
TD-20260913-095,TD-20260913-095-black-printed-part-15.jpg,20260913_154643.jpg,30690c65502a758b595e78ddca8b138c8d85b7a61e29a7ea03695f755ae3bb0c,1609046,black printed part 15
TD-20260913-096,TD-20260913-096-black-printed-part-16.jpg,20260913_154646.jpg,903dd3be28c40b1243debd2066dbb4749a8d2d1533166c140e2bf70d5250b048,1822115,black printed part 16
TD-20260913-097,TD-20260913-097-black-triangular-bracket-01.jpg,20260913_154651.jpg,7915c7952a8822739ccb4c83fc82c1ba4290a7d26bcc3d34c136a67963d9acc7,2485497,black triangular bracket 01
TD-20260913-098,TD-20260913-098-black-triangular-bracket-02.jpg,20260913_154654.jpg,c83369f87eb15ec7038f263ee5ec984641f05388df5b1f963708e1281a2547d9,1948644,black triangular bracket 02
TD-20260913-099,TD-20260913-099-black-printed-block-01.jpg,20260913_154700.jpg,bc80b38772fab83c078305e80690a0b1e9acf85f107b3da99194ea58d315176e,1783787,black printed block 01
TD-20260913-100,TD-20260913-100-black-printed-block-02.jpg,20260913_154704.jpg,5a08a21221027dea636a4a0ef2c5f9c7eeb1d18c4bcb64aeec6d773bb1943430,2004670,black printed block 02
TD-20260913-101,TD-20260913-101-black-printed-block-03.jpg,20260913_154716.jpg,0d31592cbb1e90d9e39297921356799c2aacc6394b5e27496e580d69b7743749,1764723,black printed block 03
TD-20260913-102,TD-20260913-102-red-printed-structural-part-01.jpg,20260913_154722.jpg,0fa60557144f3dfd5ea30ea2cc1e149ca0de3768faf6a32ab2e4c77f1b50eba8,2363768,red printed structural part 01
TD-20260913-103,TD-20260913-103-red-printed-structural-part-02.jpg,20260913_154727.jpg,c39cd5bd498daf3ec46e499b2352a1216c4194418709bd60f5536cc2d94e06a2,1707530,red printed structural part 02
TD-20260913-104,TD-20260913-104-red-printed-structural-part-03.jpg,20260913_154734.jpg,390079496a77517bf49b34a1c7b472e31fa494fd8a64c7e64ea17ded0678e379,1567336,red printed structural part 03
TD-20260913-105,TD-20260913-105-red-printed-structural-part-04.jpg,20260913_154741.jpg,5419cc2f430395d89935e567a29f0e31b2179e303995cec145fe6e90d9f8ecf5,1629142,red printed structural part 04
TD-20260913-106,TD-20260913-106-red-printed-structural-part-05.jpg,20260913_154750.jpg,80069f36f04f27672c45c61b4c0a0c739aaa52c647ade8aec942b26e00c7aaea,2534806,red printed structural part 05
TD-20260913-107,TD-20260913-107-red-printed-structural-part-06.jpg,20260913_154800.jpg,6eacfdb4aa98f7a42f45ae40015ac01e704649a2872cc78e6c857b84e596df94,1964462,red printed structural part 06
TD-20260913-108,TD-20260913-108-red-printed-structural-part-07.jpg,20260913_154805.jpg,3759a0d7e05377d734b4b19296e0758ac1310a3028c38671b58c48969de6dfc9,1857374,red printed structural part 07
TD-20260913-109,TD-20260913-109-red-printed-structural-part-08.jpg,20260913_154811.jpg,b2bc7168be7f6e7f15a6060e147edf1a4ec172086eac49fde51a0a069f61ef16,2633490,red printed structural part 08
TD-20260913-110,TD-20260913-110-red-printed-structural-part-09.jpg,20260913_154818.jpg,4923bbd7881f7a5e7884f36e10f8464fabda9253eee411419a79f95414fc0083,2450910,red printed structural part 09
TD-20260913-111,TD-20260913-111-red-printed-structural-part-10.jpg,20260913_154821.jpg,7450fe60d8b3db8837c8dbd31862d05a9be4ba3501d2039848bd57b4abd73d04,2389567,red printed structural part 10
TD-20260913-112,TD-20260913-112-red-printed-structural-part-11.jpg,20260913_154826.jpg,03ab468fe371cf35b06a6228463388d153866b64d935d38100adefa0e2b76ff2,1272392,red printed structural part 11
TD-20260913-113,TD-20260913-113-black-printed-block-04.jpg,20260913_154832.jpg,ebccf8284337fa87bdad73d1e07a7c4e9d4fcce41abaf95d789e6b7a0a50fc6a,1180694,black printed block 04
TD-20260913-114,TD-20260913-114-black-printed-block-05.jpg,20260913_154839.jpg,7a4f7cd2e2d3e42b41f15621f83c9987f05aafb8ee1937fe03eb6cc0e4b580f3,1306085,black printed block 05
TD-20260913-115,TD-20260913-115-red-printed-structural-part-12.jpg,20260913_154846.jpg,e3b93bc867d0cfb9347564e1ac2fccf9c0805d3fb1cdc801c95dc4a70eca3d86,1209658,red printed structural part 12
TD-20260913-116,TD-20260913-116-red-printed-structural-part-13.jpg,20260913_154850.jpg,b35c8994941b28df9fc9fe440dca17eefc11140f415c357b898881a9732fcb0d,1089309,red printed structural part 13
TD-20260913-117,TD-20260913-117-red-printed-structural-part-14.jpg,20260913_154854.jpg,b8d4456ca05c1d6b0f7f994465c9735abbf92f1ae5570dd2e2544e28db8c57b6,1433614,red printed structural part 14
TD-20260913-118,TD-20260913-118-red-printed-structural-part-15.jpg,20260913_154900.jpg,1f5b28067726eceb5912470a5d77dbfd3be05a1eb4e203a4fe2906be39c7eeec,1297660,red printed structural part 15
TD-20260913-119,TD-20260913-119-red-printed-structural-part-16.jpg,20260913_154904.jpg,9ed65062e17dc91fc902eacd9f21bdceb183882815207680ec4bb98b09a8d285,1572417,red printed structural part 16
TD-20260913-120,TD-20260913-120-red-printed-structural-part-17.jpg,20260913_154908.jpg,7d7b4743e08a5cdbf514228868b5f296fe62675ec1a8a6415693802441092949,1080666,red printed structural part 17
TD-20260913-121,TD-20260913-121-red-printed-structural-part-18.jpg,20260913_154912.jpg,56ee7fa8353598ff412d434c4835675f9ec72dc38472c331bda79a6b96501a5f,1353393,red printed structural part 18
TD-20260913-122,TD-20260913-122-red-printed-structural-part-19.jpg,20260913_154918.jpg,c823700430572bfe79f8935bedca2387b7acc7753a274deb4ac5b5fa03b4e016,1381749,red printed structural part 19
TD-20260913-123,TD-20260913-123-red-printed-structural-part-20.jpg,20260913_154921.jpg,2f2319e93b2024ff99e3d9e80a03e6f1a7e6a12a5e221f873a434fce891e0d6c,1572374,red printed structural part 20
TD-20260913-124,TD-20260913-124-idler-pulleys-01.jpg,20260913_154930.jpg,6bfbdd24d61e15bb52828a5dc10521b3a14dcb0af86a7c647f2a1d32a487241e,1286056,idler pulleys 01
TD-20260913-125,TD-20260913-125-idler-pulleys-02.jpg,20260913_154932.jpg,4e3df9285896dbba4a79d17da0587fe1c98129375e5c5203fa822f8248496c26,1210843,idler pulleys 02
TD-20260913-126,TD-20260913-126-idler-pulleys-03.jpg,20260913_154935.jpg,e017788fabe8328757577626d4c63a4d8560e9859c090850a863a813f918d876,1372229,idler pulleys 03
TD-20260913-127,TD-20260913-127-broken-belt-clamp-01.jpg,20260913_154943.jpg,dab1354b80801278aec05023bd5c6e6e1ccdc9d993faf17217068ff595d0658e,1423130,broken belt clamp 01
TD-20260913-128,TD-20260913-128-broken-belt-clamp-02.jpg,20260913_154949.jpg,774163c4cd27e39874b9340d65e0af7860613534b957b73ff4fa2ce2b8e5d02a,1436108,broken belt clamp 02
TD-20260913-129,TD-20260913-129-broken-belt-clamp-03.jpg,20260913_154953.jpg,79a0fb11ba6626cbc53970095f55c2b2f33ddc4d810424da450d674b54da4c4f,1639697,broken belt clamp 03
TD-20260913-130,TD-20260913-130-broken-belt-clamp-04.jpg,20260913_154958.jpg,fe3f69d8c687e6017b1b8dc35cf6c84a02623e1e8b42057b7c8318c6566b45c1,1841317,broken belt clamp 04
TD-20260913-131,TD-20260913-131-broken-belt-clamp-05.jpg,20260913_155008.jpg,59e466461f93b615643c16d948431494a2b5391ce78eeae1023070c8d77479a0,1234586,broken belt clamp 05
TD-20260913-132,TD-20260913-132-rod-set-overview-01.jpg,20260913_155039.jpg,4097fc036f974d73e6b55f0f9b6fad446fd4a97ad1d5323c4b80cc1ee8a13083,3662546,rod set overview 01
TD-20260913-133,TD-20260913-133-rod-set-overview-02.jpg,20260913_155336.jpg,b19a4b070262612e4a8f3cd88cbc25b8f39f0551014ac22a81ee2972b610cde5,2845106,rod set overview 02
TD-20260913-134,TD-20260913-134-rod-set-overview-03.jpg,20260913_155411.jpg,82c535a37d03da52fdce85bbe2af360dc5eb9ae1f1649fbba188c0fd6bc68ea4,2718966,rod set overview 03
TD-20260913-135,TD-20260913-135-stepper-motors-group-01.jpg,20260913_155511.jpg,37566b47a13d358894aa2428a55fb15062847b6f04a6f1b0afb6638a3a6a23bf,2639237,stepper motors group 01
TD-20260913-136,TD-20260913-136-stepper-motors-group-02.jpg,20260913_155519.jpg,925b62a625b591db4a767c8e0fefa30c831b19a3473e1ce2bf5eafdcee8f9116,2292542,stepper motors group 02
TD-20260913-137,TD-20260913-137-stepper-motors-group-03.jpg,20260913_155525.jpg,f7e003904b0ae343de3ee22550a4f997930713f5c1cb6f627af07e45e028777a,2187902,stepper motors group 03
TD-20260913-138,TD-20260913-138-heated-bed-pcb-label-01.jpg,20260913_155542.jpg,07919abd6f6757e2b0c90b7bf8950796c00bfb8cf8555924c6d710acfb6fbea6,3347067,heated bed pcb label 01
TD-20260913-139,TD-20260913-139-heated-bed-pcb-rear.jpg,20260913_155549.jpg,e33d79a2135b31ca685d1d9722d85773fbcfc69cff00c725537415469da2b35a,2672095,heated bed pcb rear
TD-20260913-140,TD-20260913-140-heated-bed-pcb-label-02.jpg,20260913_155607.jpg,5246491757a45be16893dc9a0806ed072a4a748bf42e8ac1d79d11834983b6ea,2238669,heated bed pcb label 02
TD-20260913-141,TD-20260913-141-heated-bed-pcb-label-03.jpg,20260913_155613.jpg,0459f6ba6d98377cbdecd49fb38a8eb57cd1633d2e4f580087670bbf15a9d905,2897549,heated bed pcb label 03
TD-20260913-142,TD-20260913-142-hotend-heatsink-01.jpg,20260913_155640.jpg,afa8a7ac911dc1a988ee0652ba69a8be4e8d81325165bc14d62ff0ea1154cc20,2224588,hotend heatsink 01
TD-20260913-143,TD-20260913-143-hotend-heatsink-02.jpg,20260913_155645.jpg,63bc3372358418fb1efb1839a44bc95693dd503cae8ae54653fa133de12fc4fc,1825976,hotend heatsink 02
TD-20260913-144,TD-20260913-144-hotend-heater-block-01.jpg,20260913_155843.jpg,a1d56d7952db0b6de7051777a1399fc04a3019ec8f8afbac081b19635b015b5d,1573117,hotend heater block 01
TD-20260913-145,TD-20260913-145-hotend-heater-block-02.jpg,20260913_155851.jpg,b663c401f92a2bfaf0398e51545c9e685161f2b9dbd7095098f77c256ae5e1ab,1633716,hotend heater block 02
TD-20260913-146,TD-20260913-146-hotend-heater-block-03.jpg,20260913_155905.jpg,c5ad83c3794a2cea4d00e181a044c575f0b28347f8204b53965eb6369640593d,1572365,hotend heater block 03
TD-20260913-147,TD-20260913-147-mechanical-endstop-module-01.jpg,20260913_155936.jpg,e1857440753c54b555bae186b0ac57100c59962f56a4b1bdf2d64a65ac24f789,1669514,mechanical endstop module 01
TD-20260913-148,TD-20260913-148-mechanical-endstop-module-02.jpg,20260913_155951.jpg,7ae3f57302bbe8030435d74abce731db878cbd09b40ea88ce0aca925bf42bf44,1753211,mechanical endstop module 02
TD-20260913-149,TD-20260913-149-mechanical-endstop-module-03.jpg,20260913_155954.jpg,2249c09cdc50f5f5e41c0ae719ae8dad5ca8f98bd9173ecc2dd7cc7576108d95,1315577,mechanical endstop module 03
TD-20260913-150,TD-20260913-150-mechanical-endstop-module-04.jpg,20260913_155957.jpg,80ecd99de04b4626ba539a730713836a7980c26eaeb17cdbd801510fdfcac2c1,1785649,mechanical endstop module 04
TD-20260913-151,TD-20260913-151-mechanical-endstop-module-05.jpg,20260913_160020.jpg,89cbd36b1be7058644694a131e11d1fd2b08fe9eabe55c8fc77713d083d0ed4c,1502625,mechanical endstop module 05
TD-20260913-152,TD-20260913-152-mechanical-endstop-module-06.jpg,20260913_160023.jpg,56728e39436fae7e408552a15cd5b8a10727eca015c7ef4938054f9bc6d0014b,1789642,mechanical endstop module 06
TD-20260913-153,TD-20260913-153-mechanical-endstop-module-07.jpg,20260913_160025.jpg,8760a86d6ad59e1cd04d52898f486f9f60caa099f016699f2d09f76860d15489,1083128,mechanical endstop module 07
TD-20260913-154,TD-20260913-154-mechanical-endstop-module-08.jpg,20260913_160030.jpg,016fa3b4b68e6356582c03d0935dbdb2eee76c0d7253a226dbd9f7afb97f81e5,1162256,mechanical endstop module 08
TD-20260913-155,TD-20260913-155-power-supply-label-side.jpg,20260913_160040.jpg,e6c94a18c0d858a45a0a53d9ae0116a45412d7171ccecca6c0432ac377264aa9,1827026,power supply label side
TD-20260913-156,TD-20260913-156-power-supply-fan-side.jpg,20260913_160049.jpg,2695765a3f69bf51d29bc7c14c6d0e9357fdfd376511b54c9402c1d4102a6f1d,1455040,power supply fan side
TD-20260913-157,TD-20260913-157-removed-wiring-harnesses-overview.jpg,20260913_160103.jpg,65dfe8411ca7dee6bf79f77c010bf4ea312c92d1d86224350d421d4c113fe7fe,3956540,removed wiring harnesses overview
TD-20260913-158,TD-20260913-158-y-carriage-plate.jpg,20260913_160134.jpg,85042a27a0d66e967d7977a951feceba8297d9fe7bc3641836157d2917759aab,3354412,y carriage plate
TD-20260913-159,TD-20260913-159-steel-frame-plate.jpg,20260913_160151.jpg,0465346cc85fee7c01f7387e41265e244d14ffc6ae4d7ffbac922740c620bdc7,3364368,steel frame plate
